RESIDENCE,State_Resid,County_Resid,WORKPLACE,State_Work,County_Work,Output,Workers_16p
"06109 | Tuolumne County, California",6,109,"06099 | Stanislaus County, California",6,99,Estimate,575
"06071 | San Bernardino County, California",6,71,"06111 | Ventura County, California",6,111,Estimate,565
"06021 | Glenn County, California",6,21,"06011 | Colusa County, California",6,11,Estimate,555
"06065 | Riverside County, California",6,65,"06111 | Ventura County, California",6,111,Estimate,555
"06099 | Stanislaus County, California",6,99,"06019 | Fresno County, California",6,19,Estimate,555
"06095 | Solano County, California",6,95,"06077 | San Joaquin County, California",6,77,Estimate,550
"06065 | Riverside County, California",6,65,"06025 | Imperial County, California",6,25,Estimate,545
"06087 | Santa Cruz County, California",6,87,"06069 | San Benito County, California",6,69,Estimate,545
"06059 | Orange County, California",6,59,"06085 | Santa Clara County, California",6,85,Estimate,540
"06061 | Placer County, California",6,61,"06013 | Contra Costa County, California",6,13,Estimate,540
"06061 | Placer County, California",6,61,"06101 | Sutter County, California",6,101,Estimate,540
"06019 | Fresno County, California",6,19,"06099 | Stanislaus County, California",6,99,Estimate,525
"06059 | Orange County, California",6,59,"06083 | Santa Barbara County, California",6,83,Estimate,520
"06077 | San Joaquin County, California",6,77,"06009 | Calaveras County, California",6,9,Estimate,520
"06029 | Kern County, California",6,29,"06083 | Santa Barbara County, California",6,83,Estimate,510
"06031 | Kings County, California",6,31,"06079 | San Luis Obispo County, California",6,79,Estimate,505
"06041 | Marin County, California",6,41,"06055 | Napa County, California",6,55,Estimate,505
"06111 | Ventura County, California",6,111,"06029 | Kern County, California",6,29,Estimate,505
"06043 | Mariposa County, California",6,43,"06109 | Tuolumne County, California",6,109,Estimate,500
"06067 | Sacramento County, California",6,67,"06037 | Los Angeles County, California",6,37,Estimate,500
"06073 | San Diego County, California",6,73,"06085 | Santa Clara County, California",6,85,Estimate,500
"06089 | Shasta County, California",6,89,"06105 | Trinity County, California",6,105,Estimate,500
"06055 | Napa County, California",6,55,"06085 | Santa Clara County, California",6,85,Estimate,495
"06059 | Orange County, California",6,59,"06075 | San Francisco County, California",6,75,Estimate,495
"06085 | Santa Clara County, California",6,85,"06097 | Sonoma County, California",6,97,Estimate,485
"06113 | Yolo County, California",6,113,"06013 | Contra Costa County, California",6,13,Estimate,485
"06017 | El Dorado County, California",6,17,"06005 | Amador County, California",6,5,Estimate,480
"06029 | Kern County, California",6,29,"06019 | Fresno County, California",6,19,Estimate,480
"06037 | Los Angeles County, California",6,37,"06053 | Monterey County, California",6,53,Estimate,480
"06067 | Sacramento County, California",6,67,"06055 | Napa County, California",6,55,Estimate,480
"06113 | Yolo County, California",6,113,"06077 | San Joaquin County, California",6,77,Estimate,480
"06029 | Kern County, California",6,29,"06111 | Ventura County, California",6,111,Estimate,475
"06029 | Kern County, California",6,29,"06031 | Kings County, California",6,31,Estimate,465
"06005 | Amador County, California",6,5,"06077 | San Joaquin County, California",6,77,Estimate,460
"06053 | Monterey County, California",6,53,"06001 | Alameda County, California",6,1,Estimate,460
"06005 | Amador County, California",6,5,"06017 | El Dorado County, California",6,17,Estimate,455
"06053 | Monterey County, California",6,53,"06081 | San Mateo County, California",6,81,Estimate,455
"06019 | Fresno County, California",6,19,"06053 | Monterey County, California",6,53,Estimate,450
"06067 | Sacramento County, California",6,67,"06041 | Marin County, California",6,41,Estimate,450
"06041 | Marin County, California",6,41,"06095 | Solano County, California",6,95,Estimate,440
"06059 | Orange County, California",6,59,"06001 | Alameda County, California",6,1,Estimate,435
"06037 | Los Angeles County, California",6,37,"06019 | Fresno County, California",6,19,Estimate,425
"06075 | San Francisco County, California",6,75,"06087 | Santa Cruz County, California",6,87,Estimate,425
"06075 | San Francisco County, California",6,75,"06067 | Sacramento County, California",6,67,Estimate,415
"06059 | Orange County, California",6,59,"06029 | Kern County, California",6,29,Estimate,410
"06001 | Alameda County, California",6,1,"06087 | Santa Cruz County, California",6,87,Estimate,405
"06057 | Nevada County, California",6,57,"06085 | Santa Clara County, California",6,85,Estimate,405
"06081 | San Mateo County, California",6,81,"06087 | Santa Cruz County, California",6,87,Estimate,405
"06055 | Napa County, California",6,55,"06067 | Sacramento County, California",6,67,Estimate,395
"06067 | Sacramento County, California",6,67,"06007 | Butte County, California",6,7,Estimate,395
"06035 | Lassen County, California",6,35,"06063 | Plumas County, California",6,63,Estimate,390
"06061 | Placer County, California",6,61,"06075 | San Francisco County, California",6,75,Estimate,390
"06059 | Orange County, California",6,59,"06081 | San Mateo County, California",6,81,Estimate,385
"06073 | San Diego County, California",6,73,"06075 | San Francisco County, California",6,75,Estimate,385
"06085 | Santa Clara County, California",6,85,"06059 | Orange County, California",6,59,Estimate,385
"06085 | Santa Clara County, California",6,85,"06077 | San Joaquin County, California",6,77,Estimate,385
"06037 | Los Angeles County, California",6,37,"06079 | San Luis Obispo County, California",6,79,Estimate,380
"06013 | Contra Costa County, California",6,13,"06099 | Stanislaus County, California",6,99,Estimate,375
"06037 | Los Angeles County, California",6,37,"06013 | Contra Costa County, California",6,13,Estimate,375
"06029 | Kern County, California",6,29,"06059 | Orange County, California",6,59,Estimate,370
"06065 | Riverside County, California",6,65,"06029 | Kern County, California",6,29,Estimate,370
"06075 | San Francisco County, California",6,75,"06037 | Los Angeles County, California",6,37,Estimate,370
"06043 | Mariposa County, California",6,43,"06047 | Merced County, California",6,47,Estimate,365
"06017 | El Dorado County, California",6,17,"06077 | San Joaquin County, California",6,77,Estimate,355
"06019 | Fresno County, California",6,19,"06067 | Sacramento County, California",6,67,Estimate,355
"06065 | Riverside County, California",6,65,"06083 | Santa Barbara County, California",6,83,Estimate,355
"06111 | Ventura County, California",6,111,"06071 | San Bernardino County, California",6,71,Estimate,355
"06039 | Madera County, California",6,39,"06099 | Stanislaus County, California",6,99,Estimate,350
"06077 | San Joaquin County, California",6,77,"06019 | Fresno County, California",6,19,Estimate,350
"06047 | Merced County, California",6,47,"06053 | Monterey County, California",6,53,Estimate,345
"06073 | San Diego County, California",6,73,"06111 | Ventura County, California",6,111,Estimate,345
"06085 | Santa Clara County, California",6,85,"06099 | Stanislaus County, California",6,99,Estimate,345
"06001 | Alameda County, California",6,1,"06053 | Monterey County, California",6,53,Estimate,340
"06043 | Mariposa County, California",6,43,"06039 | Madera County, California",6,39,Estimate,340
"06077 | San Joaquin County, California",6,77,"06061 | Placer County, California",6,61,Estimate,340
"06081 | San Mateo County, California",6,81,"06037 | Los Angeles County, California",6,37,Estimate,340
"06085 | Santa Clara County, California",6,85,"06041 | Marin County, California",6,41,Estimate,340
"06113 | Yolo County, California",6,113,"06055 | Napa County, California",6,55,Estimate,340
"06093 | Siskiyou County, California",6,93,"06089 | Shasta County, California",6,89,Estimate,335
"06009 | Calaveras County, California",6,9,"06001 | Alameda County, California",6,1,Estimate,330
"06077 | San Joaquin County, California",6,77,"06055 | Napa County, California",6,55,Estimate,330
"06085 | Santa Clara County, California",6,85,"06067 | Sacramento County, California",6,67,Estimate,330
"06005 | Amador County, California",6,5,"06009 | Calaveras County, California",6,9,Estimate,325
"06013 | Contra Costa County, California",6,13,"06053 | Monterey County, California",6,53,Estimate,325
"06001 | Alameda County, California",6,1,"06113 | Yolo County, California",6,113,Estimate,320
"06047 | Merced County, California",6,47,"06075 | San Francisco County, California",6,75,Estimate,315
"06077 | San Joaquin County, California",6,77,"06047 | Merced County, California",6,47,Estimate,315
"06011 | Colusa County, California",6,11,"06101 | Sutter County, California",6,101,Estimate,310
"06073 | San Diego County, California",6,73,"06029 | Kern County, California",6,29,Estimate,310
"06001 | Alameda County, California",6,1,"06055 | Napa County, California",6,55,Estimate,305
"06077 | San Joaquin County, California",6,77,"06109 | Tuolumne County, California",6,109,Estimate,305
"06017 | El Dorado County, California",6,17,"06075 | San Francisco County, California",6,75,Estimate,300
"06105 | Trinity County, California",6,105,"06023 | Humboldt County, California",6,23,Estimate,300
"06111 | Ventura County, California",6,111,"06085 | Santa Clara County, California",6,85,Estimate,300
"06099 | Stanislaus County, California",6,99,"06113 | Yolo County, California",6,113,Estimate,295
"06017 | El Dorado County, California",6,17,"06095 | Solano County, California",6,95,Estimate,290
"06067 | Sacramento County, California",6,67,"06059 | Orange County, California",6,59,Estimate,285
"06109 | Tuolumne County, California",6,109,"06085 | Santa Clara County, California",6,85,Estimate,285
"06017 | El Dorado County, California",6,17,"06001 | Alameda County, California",6,1,Estimate,280
"06017 | El Dorado County, California",6,17,"06057 | Nevada County, California",6,57,Estimate,280
"06051 | Mono County, California",6,51,"06027 | Inyo County, California",6,27,Estimate,280
"06071 | San Bernardino County, California",6,71,"06001 | Alameda County, California",6,1,Estimate,280
"06077 | San Joaquin County, California",6,77,"06037 | Los Angeles County, California",6,37,Estimate,280
"06111 | Ventura County, California",6,111,"06065 | Riverside County, California",6,65,Estimate,280
"06111 | Ventura County, California",6,111,"06073 | San Diego County, California",6,73,Estimate,280
"06113 | Yolo County, California",6,113,"06011 | Colusa County, California",6,11,Estimate,280
"06113 | Yolo County, California",6,113,"06085 | Santa Clara County, California",6,85,Estimate,280
"06017 | El Dorado County, California",6,17,"06013 | Contra Costa County, California",6,13,Estimate,275
"06037 | Los Angeles County, California",6,37,"06047 | Merced County, California",6,47,Estimate,275
"06037 | Los Angeles County, California",6,37,"06097 | Sonoma County, California",6,97,Estimate,275
"06079 | San Luis Obispo County, California",6,79,"06019 | Fresno County, California",6,19,Estimate,275
"06081 | San Mateo County, California",6,81,"06095 | Solano County, California",6,95,Estimate,275
"06109 | Tuolumne County, California",6,109,"06001 | Alameda County, California",6,1,Estimate,275
"06007 | Butte County, California",6,7,"06011 | Colusa County, California",6,11,Estimate,265
"06065 | Riverside County, California",6,65,"06085 | Santa Clara County, California",6,85,Estimate,265
"06069 | San Benito County, California",6,69,"06001 | Alameda County, California",6,1,Estimate,265
"06071 | San Bernardino County, California",6,71,"06085 | Santa Clara County, California",6,85,Estimate,265
"06097 | Sonoma County, California",6,97,"06033 | Lake County, California",6,33,Estimate,265
"06097 | Sonoma County, California",6,97,"06067 | Sacramento County, California",6,67,Estimate,265
"06047 | Merced County, California",6,47,"06067 | Sacramento County, California",6,67,Estimate,260
"06053 | Monterey County, California",6,53,"06075 | San Francisco County, California",6,75,Estimate,260
"06067 | Sacramento County, California",6,67,"06019 | Fresno County, California",6,19,Estimate,260
"06073 | San Diego County, California",6,73,"06053 | Monterey County, California",6,53,Estimate,260
"06079 | San Luis Obispo County, California",6,79,"06085 | Santa Clara County, California",6,85,Estimate,260
"06081 | San Mateo County, California",6,81,"06071 | San Bernardino County, California",6,71,Estimate,260
"06085 | Santa Clara County, California",6,85,"06073 | San Diego County, California",6,73,Estimate,260
"06115 | Yuba County, California",6,115,"06011 | Colusa County, California",6,11,Estimate,260
"06005 | Amador County, California",6,5,"06061 | Placer County, California",6,61,Estimate,255
"06011 | Colusa County, California",6,11,"06021 | Glenn County, California",6,21,Estimate,255
"06031 | Kings County, California",6,31,"06039 | Madera County, California",6,39,Estimate,255
"06107 | Tulare County, California",6,107,"06039 | Madera County, California",6,39,Estimate,255
